filepath_video,filepath_audio,speaker_id,utterance_id,face_presence_ratio,avg_blur_score,speech_ratio
data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00177_video.mp4,data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00177_audio.wav,id04589,INumeWljuQI,1.0,89.30847254899992,0.9548275862068966
data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00176_video.mp4,data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00176_audio.wav,id04589,INumeWljuQI,1.0,95.35221862647002,0.9764423076923077
data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00178_video.mp4,data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00178_audio.wav,id04589,INumeWljuQI,1.0,124.69554820758344,0.9996503496503496
data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00175_video.mp4,data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00175_audio.wav,id04589,INumeWljuQI,1.0,101.74999424326886,0.9767948717948718
data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00179_video.mp4,data/processed/attempt2_standardized_subset/id04589/INumeWljuQI/00179_audio.wav,id04589,INumeWljuQI,1.0,130.22584906541846,0.9761904761904762
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00330_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00330_audio.wav,id04589,_Q73JRifSXk,0.9963898916967509,48.101288703448425,0.9673285198555956
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00329_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00329_audio.wav,id04589,_Q73JRifSXk,1.0,47.25004082716335,1.0
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00325_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00325_audio.wav,id04589,_Q73JRifSXk,1.0,53.40974127118108,1.0
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00331_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00331_audio.wav,id04589,_Q73JRifSXk,1.0,47.1068384461233,1.0
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00328_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00328_audio.wav,id04589,_Q73JRifSXk,0.9971014492753624,44.2590697527243,0.9528985507246377
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00332_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00332_audio.wav,id04589,_Q73JRifSXk,1.0,44.29148407857759,0.947198275862069
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00326_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00326_audio.wav,id04589,_Q73JRifSXk,1.0,46.885132534324754,0.9336448598130841
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00334_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00334_audio.wav,id04589,_Q73JRifSXk,1.0,46.585306184282906,1.0
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00327_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00327_audio.wav,id04589,_Q73JRifSXk,1.0,43.515894591148914,0.9834459459459459
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00333_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00333_audio.wav,id04589,_Q73JRifSXk,1.0,43.55308348214689,0.9940559440559441
data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00335_video.mp4,data/processed/attempt2_standardized_subset/id04589/_Q73JRifSXk/00335_audio.wav,id04589,_Q73JRifSXk,1.0,25.632982508033813,1.0
data/processed/attempt2_standardized_subset/id04589/29bjD3t99TU/00008_video.mp4,data/processed/attempt2_standardized_subset/id04589/29bjD3t99TU/00008_audio.wav,id04589,29bjD3t99TU,1.0,36.09621090109191,0.7777227722772277
data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00218_video.mp4,data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00218_audio.wav,id04589,QVw_7dHDL_8,1.0,76.74509530406203,0.9995049504950495
data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00215_video.mp4,data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00215_audio.wav,id04589,QVw_7dHDL_8,1.0,74.17790802893622,0.8849112426035503
data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00213_video.mp4,data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00213_audio.wav,id04589,QVw_7dHDL_8,1.0,72.2908456004506,1.0
data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00214_video.mp4,data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00214_audio.wav,id04589,QVw_7dHDL_8,1.0,76.46316928459547,0.9283088235294118
data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00217_video.mp4,data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00217_audio.wav,id04589,QVw_7dHDL_8,1.0,79.15091119162082,0.980859375
data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00216_video.mp4,data/processed/attempt2_standardized_subset/id04589/QVw_7dHDL_8/00216_audio.wav,id04589,QVw_7dHDL_8,1.0,71.11998918219092,0.9585106382978723
data/processed/attempt2_standardized_subset/id04589/_waSa5bgYD4/00355_video.mp4,data/processed/attempt2_standardized_subset/id04589/_waSa5bgYD4/00355_audio.wav,id04589,_waSa5bgYD4,1.0,29.351848320008585,0.9902654867256637
data/processed/attempt2_standardized_subset/id04589/_waSa5bgYD4/00354_video.mp4,data/processed/attempt2_standardized_subset/id04589/_waSa5bgYD4/00354_audio.wav,id04589,_waSa5bgYD4,1.0,30.828682073206178,1.0
data/processed/attempt2_standardized_subset/id04589/_waSa5bgYD4/00357_video.mp4,data/processed/attempt2_standardized_subset/id04589/_waSa5bgYD4/00357_audio.wav,id04589,_waSa5bgYD4,1.0,30.334212417488434,0.85625
data/processed/attempt2_standardized_subset/id04589/_waSa5bgYD4/00356_video.mp4,data/processed/attempt2_standardized_subset/id04589/_waSa5bgYD4/00356_audio.wav,id04589,_waSa5bgYD4,1.0,29.187342633563897,0.953099173553719
data/processed/attempt2_standardized_subset/id04589/Seunu_F0G8M/00245_video.mp4,data/processed/attempt2_standardized_subset/id04589/Seunu_F0G8M/00245_audio.wav,id04589,Seunu_F0G8M,1.0,134.95910385753297,1.0
data/processed/attempt2_standardized_subset/id04589/E0RogI7wadw/00127_video.mp4,data/processed/attempt2_standardized_subset/id04589/E0RogI7wadw/00127_audio.wav,id04589,E0RogI7wadw,1.0,44.30887706034781,0.8587248322147651
data/processed/attempt2_standardized_subset/id04589/E0RogI7wadw/00121_video.mp4,data/processed/attempt2_standardized_subset/id04589/E0RogI7wadw/00121_audio.wav,id04589,E0RogI7wadw,1.0,40.236454595245725,0.9758547008547008
